,Unnamed: 0,Visitor,Home,PTSDF
977,977,MIL,OKC,-27
978,978,LAC,GSW,15
979,979,BOS,CHO,-14
980,980,CHI,DET,-6
981,981,PHO,MIA,-21
982,982,LAL,HOU,9
983,983,ATL,MIL,9
984,984,OKC,MIN,30
985,985,ORL,NOP,-6
986,986,NYK,DAL,-30
987,987,TOR,SAS,-15
988,988,DEN,SAC,-6
989,989,POR,UTA,38
990,990,WAS,LAC,6
991,991,BRK,PHI,-29
992,992,GSW,DEN,-11
993,993,MIN,ORL,8
994,994,LAC,ATL,6
995,995,DET,BOS,11
996,996,DAL,HOU,-13
997,997,NYK,MEM,4
998,998,CLE,MIA,12
999,999,CHO,NOP,-22
1000,1000,UTA,SAS,2
1001,1001,TOR,PHO,-5
1002,1002,WAS,LAL,13
1003,1003,CLE,CHI,10
1004,1004,MIN,MIA,-9
1005,1005,IND,SAS,-11
1006,1006,MIL,GSW,13
1007,1007,TOR,DEN,-12
1008,1008,SAC,UTA,9
1009,1009,WAS,POR,9
1010,1010,NYK,BRK,3
1011,1011,LAC,DET,-4
1012,1012,DAL,BOS,-3
1013,1013,PHI,ORL,-2
1014,1014,IND,ATL,3
1015,1015,HOU,NOP,25
1016,1016,MEM,OKC,-7
1017,1017,LAL,PHO,29
1018,1018,LAC,CLE,9
1019,1019,POR,ATL,9
1020,1020,DEN,PHI,-4
1021,1021,CHO,OKC,-18
1022,1022,MIN,SAS,-10
1023,1023,WAS,GSW,14
1024,1024,CHI,SAC,9
1025,1025,MIL,UTA,-6
1026,1026,TOR,LAL,-11
1027,1027,MEM,IND,-33
1028,1028,BRK,ORL,-42
1029,1029,DET,MIA,7
1030,1030,PHO,NOP,-16
1031,1031,ATL,CHO,10
1032,1032,PHI,CLE,-4
1033,1033,DEN,WAS,-18
1034,1034,DAL,BRK,-2
1035,1035,POR,NYK,30
1036,1036,PHO,HOU,-17
1037,1037,LAL,MIN,20
1038,1038,OKC,SAS,2
1039,1039,CHI,UTA,15
1040,1040,BOS,GSW,-22
1041,1041,MIL,SAC,-9
1042,1042,TOR,LAC,-3
1043,1043,DET,ORL,-14
1044,1044,DAL,PHI,10
1045,1045,MEM,ATL,15
1046,1046,POR,BRK,5
1047,1047,DEN,CLE,3
1048,1048,WAS,NYK,3
1049,1049,LAL,TOR,-5
1050,1050,IND,HOU,-3
1051,1051,OKC,MIA,12
1052,1052,NOP,SAS,-33
1053,1053,LAC,UTA,29
1054,1054,CHI,PHO,27
1055,1055,BOS,SAC,-29
1056,1056,MIL,MIN,19
1057,1057,DAL,CHO,21
1058,1058,DET,CLE,4
1059,1059,LAL,WAS,8
1060,1060,MEM,HOU,-24
1061,1061,POR,IND,31
1062,1062,NOP,ATL,-5
1063,1063,OKC,ORL,5
1064,1064,PHO,SAC,-3
1065,1065,UTA,NYK,-15
1066,1066,BOS,DEN,-20
1067,1067,SAS,GSW,-2
1068,1068,TOR,PHI,-5
1069,1069,NOP,CHO,3
1070,1070,LAL,CLE,-11
1071,1071,POR,DET,-4
1072,1072,UTA,BRK,8
1073,1073,MIA,PHI,7
1074,1074,TOR,CHI,14
1075,1075,WAS,HOU,18
1076,1076,BOS,OKC,-9
1077,1077,MIN,DAL,2
1078,1078,GSW,ORL,4
1079,1079,ATL,NYK,-6
1080,1080,CHI,MIL,28
1081,1081,LAC,DEN,12
1082,1082,NYK,CHO,-15
1083,1083,ATL,DET,21
1084,1084,SAC,IND,-1
1085,1085,UTA,BOS,28
1086,1086,BRK,MEM,12
1087,1087,GSW,MIA,-14
1088,1088,PHO,MIN,-9
1089,1089,ORL,OKC,16
1090,1090,HOU,DAL,19
1091,1091,PHI,LAL,-5
1092,1092,SAS,POR,-37
1093,1093,CLE,TOR,13
1094,1094,IND,MEM,30
1095,1095,WAS,MIL,12
1096,1096,CHI,NOP,17
1097,1097,PHO,DEN,-10
1098,1098,UTA,CHO,6
1099,1099,WAS,DET,-3
1100,1100,GSW,ATL,11
1101,1101,NYK,MIA,-8
1102,1102,DAL,MIN,21
1103,1103,HOU,POR,-19
1104,1104,PHI,LAC,-25
1105,1105,SAS,NOP,-4
1106,1106,SAC,ORL,-4
1107,1107,IND,TOR,40
1108,1108,CHI,CLE,-4
1109,1109,MIL,MEM,25
1110,1110,BRK,MIA,-15
1111,1111,OKC,DEN,6
1112,1112,HOU,POR,-17
1113,1113,NYK,DET,-2
1114,1114,MIN,BOS,22
1115,1115,PHI,PHO,10
1116,1116,GSW,WAS,8
1117,1117,LAL,NOP,8
1118,1118,CHO,BRK,-9
1119,1119,UTA,DAL,14
1120,1120,DEN,CHO,-4
1121,1121,ORL,CLE,6
1122,1122,ATL,IND,-9
1123,1123,SAC,MIA,23
1124,1124,CHI,NYK,5
1125,1125,BOS,TOR,3
1126,1126,SAS,HOU,-3
1127,1127,GSW,MEM,28
1128,1128,OKC,POR,-3
1129,1129,MIL,PHI,-2
1130,1130,CHI,WAS,-13
1131,1131,DET,BRK,7
1132,1132,LAL,DAL,18
1133,1133,UTA,LAC,6
1134,1134,DAL,CLE,-8
1135,1135,DEN,IND,-7
1136,1136,ORL,WAS,17
1137,1137,MIA,BOS,-8
1138,1138,CHO,NYK,-11
1139,1139,MIN,TOR,23
1140,1140,SAC,HOU,-3
1141,1141,ATL,OKC,-18
1142,1142,MEM,SAS,-1
1143,1143,PHO,GSW,-4
1144,1144,NOP,POR,-10
1145,1145,PHI,DET,8
1146,1146,CLE,ATL,24
1147,1147,MIL,BRK,-1
1148,1148,LAC,CHI,5
1149,1149,LAL,UTA,13
1150,1150,TOR,ORL,-13
1151,1151,DAL,WAS,32
1152,1152,IND,BOS,5
1153,1153,SAC,HOU,-5
1154,1154,PHO,MEM,8
1155,1155,LAC,MIL,-34
1156,1156,DET,OKC,-9
1157,1157,POR,SAS,19
1158,1158,MIN,DEN,-6
1159,1159,NOP,LAL,-3
1160,1160,CHO,PHI,30
1161,1161,CLE,NYK,-18
1162,1162,BRK,ATL,7
1163,1163,MIA,CHI,-18
1164,1164,UTA,GSW,4
1165,1165,WAS,BOS,42
1166,1166,DAL,MIL,-6
1167,1167,DEN,LAL,-11
1168,1168,DET,IND,-4
1169,1169,PHI,CLE,-4
1170,1170,NYK,ORL,-30
1171,1171,MIN,HOU,-7
1172,1172,PHO,OKC,21
1173,1173,POR,SAS,21
1174,1174,MIA,TOR,-5
1175,1175,GSW,SAC,-19
1176,1176,NOP,LAC,19
1177,1177,PHI,IND,-9
1178,1178,CLE,ORL,5
1179,1179,HOU,BRK,13
1180,1180,CHO,MIA,29
1181,1181,ATL,TOR,10
1182,1182,MIL,CHI,-21
1183,1183,WAS,MIN,-18
1184,1184,POR,OKC,4
1185,1185,SAS,DEN,-19
1186,1186,MEM,UTA,6
1187,1187,NOP,SAC,-14
1188,1188,LAL,PHO,11
1189,1189,DAL,DET,-18
1190,1190,BRK,NYK,-12
1191,1191,WAS,ATL,15
1192,1192,BOS,CHI,-23
1193,1193,OKC,UTA,36
1194,1194,PHO,LAC,4
1195,1195,ORL,CHO,27
1196,1196,BOS,MIL,6
1197,1197,PHI,TOR,5
1198,1198,SAS,MIN,6
1199,1199,POR,NOP,33
1200,1200,MEM,DEN,13
1201,1201,LAL,GSW,16
1202,1202,MIL,DET,-30
1203,1203,NYK,WAS,-22
1204,1204,CLE,BRK,11
1205,1205,HOU,TOR,2
1206,1206,CHO,CHI,-16
1207,1207,ATL,MIA,4
1208,1208,POR,DAL,50
1209,1209,PHO,UTA,-6
1210,1210,OKC,LAL,19
1211,1211,IND,PHI,13
1212,1212,NOP,MEM,27
1213,1213,GSW,SAS,-6
1214,1214,SAC,LAC,19
1215,1215,IND,BRK,8
1216,1216,WAS,CHO,16
1217,1217,MIL,CLE,18
1218,1218,ATL,HOU,-16
1219,1219,BOS,MEM,-29
1220,1220,TOR,NYK,11
1221,1221,MIA,ORL,14
1222,1222,DET,PHI,12
1223,1223,CHI,MIN,-4
1224,1224,SAS,DAL,10
1225,1225,LAL,DEN,-5
1226,1226,OKC,LAC,50
1227,1227,GSW,NOP,-21
1228,1228,SAC,PHO,-7
1229,1229,UTA,POR,-31
1230,1230,CLE,BRK,7
1231,1231,LAC,MIN,5
1232,1232,CHO,ATL,29
1233,1233,SAS,NOP,10
1234,1234,ATL,CLE,-6
1235,1235,NOP,LAC,-4
1236,1236,UTA,DAL,-6
1237,1237,MIN,MEM,-13
1238,1238,TOR,PHI,20
1239,1239,DEN,GSW,16
1240,1240,ATL,MIA,24
1241,1241,BRK,BOS,1
1242,1242,CHI,MIL,7
1243,1243,NOP,PHO,11
1244,1244,TOR,PHI,15
1245,1245,UTA,DAL,6
1246,1246,DEN,GSW,20
1247,1247,ATL,MIA,10
1248,1248,MIN,MEM,28
1249,1249,NOP,PHO,-11
1250,1250,BRK,BOS,7
1251,1251,PHI,TOR,-3
1252,1252,CHI,MIL,-4
1253,1253,MEM,MIN,-9
1254,1254,DAL,UTA,-8
1255,1255,GSW,DEN,-5
1256,1256,MIA,ATL,1
1257,1257,MIL,CHI,-30
1258,1258,PHO,NOP,-3
1259,1259,PHI,TOR,8
1260,1260,DAL,UTA,1
1261,1261,BOS,BRK,-6
1262,1262,MEM,MIN,1
1263,1263,MIL,CHI,-24
1264,1264,GSW,DEN,5
1265,1265,MIA,ATL,-24
1266,1266,PHO,NOP,15
1267,1267,BOS,BRK,-4
1268,1268,TOR,PHI,-15
1269,1269,UTA,DAL,25
1270,1270,ATL,MIA,3
1271,1271,MIN,MEM,2
1272,1272,NOP,PHO,15
1273,1273,CHI,MIL,16
1274,1274,DEN,GSW,4
1275,1275,PHI,TOR,-35
1276,1276,PHO,NOP,-6
1277,1277,DAL,UTA,-2
1278,1278,MEM,MIN,-8
1279,1279,MIL,BOS,-12
1280,1280,GSW,MEM,-1
1281,1281,PHI,MIA,14
1282,1282,DAL,PHO,7
1283,1283,MIL,BOS,23
1284,1284,GSW,MEM,5
1285,1285,PHI,MIA,16
1286,1286,DAL,PHO,20
1287,1287,MIA,PHI,20
1288,1288,PHO,DAL,9
1289,1289,BOS,MIL,2
1290,1290,MEM,GSW,30
1291,1291,PHO,DAL,10
1292,1292,MIA,PHI,8
1293,1293,BOS,MIL,-8
1294,1294,MEM,GSW,3
1295,1295,PHI,MIA,35
1296,1296,DAL,PHO,30
1297,1297,MIL,BOS,-3
1298,1298,GSW,MEM,39
1299,1299,MIA,PHI,-9
1300,1300,PHO,DAL,27
1301,1301,BOS,MIL,-13
1302,1302,MEM,GSW,14
1303,1303,MIL,BOS,28
1304,1304,DAL,PHO,-33
1305,1305,BOS,MIA,11
1306,1306,DAL,GSW,25
1307,1307,BOS,MIA,-25
1308,1308,DAL,GSW,9
1309,1309,MIA,BOS,-6
1310,1310,GSW,DAL,-9
1311,1311,MIA,BOS,20
1312,1312,GSW,DAL,10
1313,1313,BOS,MIA,-13
1314,1314,DAL,GSW,10
1315,1315,MIA,BOS,-8
1316,1316,BOS,MIA,-4
1317,1317,BOS,GSW,-12
1318,1318,BOS,GSW,19
1319,1319,GSW,BOS,16
1320,1320,GSW,BOS,-10
1321,1321,BOS,GSW,10
1322,1322,GSW,BOS,-13
